State/Area,Year,Month,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
Montana,1988,5,403470,67.7,376061,63.1,27409,6.8
Nebraska,1988,5,815575,68.6,786819,66.2,28756,3.5
Nevada,1988,5,576670,72.5,545953,68.7,30717,5.3
New Hampshire,1988,5,591376,72.0,577868,70.4,13508,2.3
New Jersey,1988,5,3964196,65.7,3816962,63.3,147234,3.7
New Mexico,1988,5,682903,63.1,629275,58.2,53628,7.9
New York,1988,5,8509303,61.7,8166770,59.2,342533,4.0
New York city,1988,5,3220217,55.2,3067659,52.6,152558,4.7
North Carolina,1988,5,3317352,68.1,3197485,65.7,119867,3.6
North Dakota,1988,5,330421,68.6,315255,65.4,15166,4.6
Ohio,1988,5,5309650,64.5,4985496,60.6,324154,6.1
Oklahoma,1988,5,1521487,63.8,1426221,59.8,95266,6.3
Oregon,1988,5,1422911,67.2,1339667,63.3,83244,5.9
Pennsylvania,1988,5,5736864,61.4,5440867,58.3,295997,5.2
Rhode Island,1988,5,515042,67.2,500960,65.3,14082,2.7
South Carolina,1988,5,1656851,65.5,1578594,62.4,78257,4.7
South Dakota,1988,5,356276,68.8,341616,65.9,14660,4.1
Tennessee,1988,5,2330751,62.7,2196189,59.1,134562,5.8
Texas,1988,5,8329523,69.1,7705531,63.9,623992,7.5
Utah,1988,5,755611,69.0,718049,65.6,37562,5.0
Vermont,1988,5,298058,70.8,289609,68.8,8449,2.8
Virginia,1988,5,3079182,68.8,2960289,66.2,118893,3.9
Washington,1988,5,2318521,66.9,2171177,62.6,147344,6.4
West Virginia,1988,5,742870,51.5,667761,46.3,75109,10.1
Wisconsin,1988,5,2537758,69.6,2426272,66.5,111486,4.4
Wyoming,1988,5,238780,69.0,223644,64.6,15136,6.3
Alabama,1988,6,1867290,61.1,1732527,56.7,134763,7.2
Alaska,1988,6,249929,72.0,227862,65.7,22067,8.8
Arizona,1988,6,1655749,64.4,1546838,60.2,108911,6.6
Arkansas,1988,6,1106887,62.0,1021123,57.2,85764,7.7
California,1988,6,14111124,67.3,13363692,63.8,747432,5.3
Los Angeles County,1988,6,4314894,67.1,4096132,63.7,218762,5.1
Colorado,1988,6,1709268,69.9,1599123,65.4,110145,6.4
Connecticut,1988,6,1744735,69.3,1695224,67.3,49511,2.8
Delaware,1988,6,347569,69.5,337589,67.5,9980,2.9
District of Columbia,1988,6,330312,70.7,313847,67.2,16465,5.0
Florida,1988,6,6058755,62.8,5747937,59.6,310818,5.1
Georgia,1988,6,3146734,67.9,2969886,64.1,176848,5.6
Hawaii,1988,6,517320,66.7,501608,64.6,15712,3.0
Idaho,1988,6,478238,66.8,448597,62.7,29641,6.2
Illinois,1988,6,5809638,66.1,5415772,61.6,393866,6.8
Indiana,1988,6,2781326,66.4,2637374,62.9,143952,5.2
Iowa,1988,6,1488348,69.3,1418539,66.0,69809,4.7
Kansas,1988,6,1273530,69.0,1216220,65.9,57310,4.5
Kentucky,1988,6,1710758,61.3,1581544,56.7,129214,7.6
Louisiana,1988,6,1926396,60.8,1720212,54.3,206184,10.7
Maine,1988,6,596312,65.2,574325,62.8,21987,3.7
Maryland,1988,6,2455393,69.9,2351752,67.0,103641,4.2
Massachusetts,1988,6,3149646,68.3,3046929,66.1,102717,3.3
Michigan,1988,6,4534164,65.1,4197381,60.2,336783,7.4
Minnesota,1988,6,2311114,71.3,2211656,68.2,99458,4.3
Mississippi,1988,6,1138896,60.4,1043558,55.4,95338,8.4
Missouri,1988,6,2589898,66.4,2440758,62.6,149140,5.8
Montana,1988,6,403689,67.7,376384,63.2,27305,6.8
Nebraska,1988,6,816676,68.7,788207,66.3,28469,3.5
Nevada,1988,6,579009,72.6,548433,68.7,30576,5.3
New Hampshire,1988,6,592800,72.1,578815,70.4,13985,2.4
New Jersey,1988,6,3965714,65.7,3818294,63.3,147420,3.7
New Mexico,1988,6,683054,63.1,630464,58.2,52590,7.7
New York,1988,6,8523291,61.7,8173862,59.2,349429,4.1
New York city,1988,6,3225153,55.3,3067498,52.6,157655,4.9
North Carolina,1988,6,3325066,68.2,3205717,65.8,119349,3.6
North Dakota,1988,6,330525,68.6,315318,65.4,15207,4.6
Ohio,1988,6,5316940,64.6,4996880,60.7,320060,6.0
Oklahoma,1988,6,1519697,63.7,1424291,59.7,95406,6.3
Oregon,1988,6,1425659,67.2,1342584,63.3,83075,5.8
Pennsylvania,1988,6,5746515,61.5,5451597,58.4,294918,5.1
Rhode Island,1988,6,516032,67.2,501578,65.3,14454,2.8
South Carolina,1988,6,1658377,65.5,1580788,62.4,77589,4.7
South Dakota,1988,6,356516,68.7,342101,65.9,14415,4.0
Tennessee,1988,6,2329995,62.6,2194898,59.0,135097,5.8
Texas,1988,6,8337076,69.1,7720552,64.0,616524,7.4
Utah,1988,6,757164,69.1,719803,65.7,37361,4.9
Vermont,1988,6,298726,70.8,290187,68.8,8539,2.9
Virginia,1988,6,3084561,68.9,2963402,66.1,121159,3.9
Washington,1988,6,2327017,67.0,2179491,62.7,147526,6.3
West Virginia,1988,6,742443,51.5,668183,46.4,74260,10.0
Wisconsin,1988,6,2545950,69.8,2435362,66.7,110588,4.3
Wyoming,1988,6,238791,69.2,223659,64.8,15132,6.3
Alabama,1988,7,1870241,61.1,1734921,56.7,135320,7.2
Alaska,1988,7,250513,72.2,228541,65.9,21972,8.8
Arizona,1988,7,1663625,64.6,1554091,60.3,109534,6.6
Arkansas,1988,7,1107623,62.1,1021981,57.3,85642,7.7
California,1988,7,14146708,67.4,13397748,63.8,748960,5.3
Los Angeles County,1988,7,4317427,67.1,4097858,63.7,219569,5.1
Colorado,1988,7,1708087,69.8,1598855,65.4,109232,6.4
Connecticut,1988,7,1746771,69.3,1696669,67.4,50102,2.9
Delaware,1988,7,349074,69.7,338787,67.6,10287,2.9
District of Columbia,1988,7,329779,70.8,313610,67.3,16169,4.9
Florida,1988,7,6075287,62.8,5763308,59.6,311979,5.1
Georgia,1988,7,3152774,67.9,2977668,64.2,175106,5.6
Hawaii,1988,7,517958,66.7,502236,64.6,15722,3.0
Idaho,1988,7,480234,67.1,450838,63.0,29396,6.1
Illinois,1988,7,5824376,66.2,5434411,61.8,389965,6.7
Indiana,1988,7,2791990,66.6,2646735,63.1,145255,5.2
Iowa,1988,7,1490793,69.3,1421543,66.1,69250,4.6
Kansas,1988,7,1275171,69.0,1217915,65.9,57256,4.5
Kentucky,1988,7,1713923,61.4,1585151,56.8,128772,7.5
Louisiana,1988,7,1924362,60.8,1720213,54.3,204149,10.6
Maine,1988,7,598492,65.3,575824,62.9,22668,3.8
Maryland,1988,7,2460354,70.0,2356208,67.0,104146,4.2
Massachusetts,1988,7,3153019,68.3,3048898,66.1,104121,3.3
Michigan,1988,7,4541559,65.1,4207374,60.4,334185,7.4
Minnesota,1988,7,2314726,71.3,2214877,68.3,99849,4.3
Mississippi,1988,7,1140206,60.5,1043703,55.3,96503,8.5
Missouri,1988,7,2595614,66.6,2445227,62.7,150387,5.8
Montana,1988,7,404099,67.8,377054,63.3,27045,6.7
Nebraska,1988,7,817699,68.7,789543,66.3,28156,3.4
Nevada,1988,7,581285,72.6,550934,68.8,30351,5.2
New Hampshire,1988,7,594259,72.1,579815,70.4,14444,2.4
New Jersey,1988,7,3967666,65.7,3819722,63.3,147944,3.7
New Mexico,1988,7,683206,63.0,631817,58.3,51389,7.5
New York,1988,7,8541837,61.9,8183813,59.3,358024,4.2
New York city,1988,7,3231907,55.4,3068612,52.6,163295,5.1
North Carolina,1988,7,3333313,68.3,3213148,65.9,120165,3.6
North Dakota,1988,7,330676,68.6,315451,65.4,15225,4.6
Ohio,1988,7,5324442,64.6,5007357,60.8,317085,6.0
Oklahoma,1988,7,1519561,63.8,1423572,59.7,95989,6.3
Oregon,1988,7,1428946,67.3,1346460,63.4,82486,5.8
Pennsylvania,1988,7,5758664,61.6,5463871,58.5,294793,5.1
Rhode Island,1988,7,517124,67.3,502104,65.4,15020,2.9
South Carolina,1988,7,1660196,65.5,1583554,62.5,76642,4.6
South Dakota,1988,7,356890,68.8,342612,66.0,14278,4.0
Tennessee,1988,7,2330044,62.6,2194304,58.9,135740,5.8
Texas,1988,7,8346901,69.2,7736271,64.1,610630,7.3
Utah,1988,7,759008,69.2,721764,65.8,37244,4.9
Vermont,1988,7,299390,70.8,290641,68.7,8749,2.9
Virginia,1988,7,3089543,68.9,2966231,66.1,123312,4.0
Washington,1988,7,2336137,67.1,2188802,62.9,147335,6.3
West Virginia,1988,7,741593,51.5,668259,46.4,73334,9.9
Wisconsin,1988,7,2553964,69.9,2444152,66.9,109812,4.3
Wyoming,1988,7,238864,69.2,223655,64.8,15209,6.4
Alabama,1988,8,1874400,61.3,1738124,56.8,136276,7.3
Alaska,1988,8,251295,72.4,229426,66.1,21869,8.7
Arizona,1988,8,1671986,64.8,1562297,60.6,109689,6.6
Arkansas,1988,8,1108522,62.1,1023154,57.3,85368,7.7
California,1988,8,14183783,67.4,13433877,63.9,749906,5.3
Los Angeles County,1988,8,4323244,67.1,4102443,63.6,220801,5.1
Colorado,1988,8,1706192,69.7,1598071,65.3,108121,6.3
Connecticut,1988,8,1748586,69.4,1697856,67.4,50730,2.9
Delaware,1988,8,350253,69.8,339616,67.7,10637,3.0
District of Columbia,1988,8,329001,70.8,313063,67.3,15938,4.8
Florida,1988,8,6094344,62.9,5779950,59.7,314394,5.2
Georgia,1988,8,3158682,68.0,2984733,64.3,173949,5.5
Hawaii,1988,8,518578,66.7,502738,64.6,15840,3.1
Idaho,1988,8,482146,67.2,453026,63.2,29120,6.0
Illinois,1988,8,5844158,66.4,5456760,62.0,387398,6.6
Indiana,1988,8,2803595,66.8,2657083,63.3,146512,5.2
Iowa,1988,8,1493307,69.5,1424665,66.3,68642,4.6
Kansas,1988,8,1277083,69.1,1219767,66.0,57316,4.5
Kentucky,1988,8,1717316,61.5,1589273,56.9,128043,7.5
Louisiana,1988,8,1922628,60.7,1720794,54.4,201834,10.5
Maine,1988,8,600768,65.5,577609,63.0,23159,3.9
Maryland,1988,8,2465226,70.0,2360808,67.1,104418,4.2
Massachusetts,1988,8,3157099,68.4,3051463,66.1,105636,3.3
Michigan,1988,8,4552128,65.3,4217933,60.5,334195,7.3
Minnesota,1988,8,2318216,71.4,2218000,68.3,100216,4.3
Mississippi,1988,8,1142738,60.6,1044730,55.4,98008,8.6
Missouri,1988,8,2600682,66.7,2449729,62.8,150953,5.8
Montana,1988,8,404649,67.9,378007,63.4,26642,6.6
Nebraska,1988,8,818522,68.8,790716,66.4,27806,3.4
Nevada,1988,8,583438,72.6,553420,68.8,30018,5.1
New Hampshire,1988,8,595596,72.2,580782,70.4,14814,2.5
New Jersey,1988,8,3970325,65.8,3821490,63.3,148835,3.7
New Mexico,1988,8,683479,63.0,633268,58.4,50211,7.3
New York,1988,8,8562348,62.0,8195330,59.3,367018,4.3
New York city,1988,8,3240128,55.5,3071165,52.6,168963,5.2
North Carolina,1988,8,3341460,68.4,3219857,65.9,121603,3.6
North Dakota,1988,8,330852,68.6,315618,65.5,15234,4.6
Ohio,1988,8,5332602,64.7,5016905,60.9,315697,5.9
Oklahoma,1988,8,1520753,63.8,1424211,59.8,96542,6.3
Oregon,1988,8,1433303,67.4,1351812,63.6,81491,5.7
Pennsylvania,1988,8,5771235,61.7,5476555,58.6,294680,5.1
Rhode Island,1988,8,518111,67.5,502482,65.4,15629,3.0
South Carolina,1988,8,1662419,65.5,1586944,62.5,75475,4.5
South Dakota,1988,8,357366,68.9,343104,66.1,14262,4.0
Tennessee,1988,8,2330569,62.5,2194178,58.9,136391,5.9
Texas,1988,8,8358965,69.2,7752107,64.2,606858,7.3
Utah,1988,8,760976,69.3,723908,65.9,37068,4.9
Vermont,1988,8,299957,70.7,290936,68.6,9021,3.0
Virginia,1988,8,3093823,68.9,2969031,66.1,124792,4.0
Washington,1988,8,2345314,67.3,2198882,63.1,146432,6.2
West Virginia,1988,8,740533,51.5,668064,46.4,72469,9.8
Wisconsin,1988,8,2561626,70.1,2452581,67.1,109045,4.3
Wyoming,1988,8,238937,69.3,223631,64.8,15306,6.4
Alabama,1988,9,1879024,61.4,1741612,56.9,137412,7.3
Alaska,1988,9,252087,72.4,230369,66.2,21718,8.6
Arizona,1988,9,1680165,65.0,1570895,60.8,109270,6.5
Arkansas,1988,9,1109761,62.1,1024828,57.4,84933,7.7
California,1988,9,14221295,67.5,13471753,63.9,749542,5.3
Los Angeles County,1988,9,4331857,67.1,4109948,63.7,221909,5.1
Colorado,1988,9,1703488,69.6,1596865,65.2,106623,6.3
Connecticut,1988,9,1750061,69.5,1698713,67.5,51348,2.9
Delaware,1988,9,351140,69.8,340222,67.6,10918,3.1
District of Columbia,1988,9,328032,70.7,312237,67.3,15795,4.8
Florida,1988,9,6114922,63.0,5796572,59.7,318350,5.2
Georgia,1988,9,3164521,68.1,2991044,64.3,173477,5.5
Hawaii,1988,9,519173,66.6,503171,64.6,16002,3.1
Idaho,1988,9,483922,67.4,455066,63.4,28856,6.0
Illinois,1988,9,5867034,66.7,5481590,62.3,385444,6.6
Indiana,1988,9,2815059,67.1,2667875,63.6,147184,5.2
Iowa,1988,9,1496322,69.6,1428219,66.4,68103,4.6
Kansas,1988,9,1278876,69.2,1221446,66.1,57430,4.5
Kentucky,1988,9,1720362,61.6,1593550,57.1,126812,7.4
Louisiana,1988,9,1920916,60.7,1721625,54.4,199291,10.4
Maine,1988,9,602794,65.7,579500,63.1,23294,3.9
Maryland,1988,9,2469388,70.1,2365533,67.1,103855,4.2
Massachusetts,1988,9,3161930,68.5,3054748,66.2,107182,3.4
Michigan,1988,9,4564186,65.5,4229523,60.7,334663,7.3
Minnesota,1988,9,2321724,71.5,2221100,68.4,100624,4.3
Mississippi,1988,9,1145857,60.7,1046489,55.5,99368,8.7
Missouri,1988,9,2605041,66.8,2453903,62.9,151138,5.8
Montana,1988,9,405180,68.0,379024,63.6,26156,6.5
Nebraska,1988,9,818940,68.8,791585,66.5,27355,3.3
Nevada,1988,9,585521,72.5,555881,68.8,29640,5.1
New Hampshire,1988,9,596753,72.2,581713,70.4,15040,2.5
New Jersey,1988,9,3974238,65.9,3824193,63.4,150045,3.8
New Mexico,1988,9,683888,63.0,634720,58.4,49168,7.2
New York,1988,9,8582323,62.2,8206697,59.4,375626,4.4
New York city,1988,9,3249887,55.7,3075134,52.7,174753,5.4
North Carolina,1988,9,3348333,68.5,3225728,66.0,122605,3.7
North Dakota,1988,9,330988,68.8,315745,65.6,15243,4.6
Ohio,1988,9,5342334,64.8,5027289,61.0,315045,5.9
Oklahoma,1988,9,1522631,63.9,1425995,59.8,96636,6.3
Oregon,1988,9,1438831,67.6,1358466,63.8,80365,5.6
Pennsylvania,1988,9,5782752,61.8,5489204,58.7,293548,5.1
Rhode Island,1988,9,518804,67.6,502738,65.5,16066,3.1
South Carolina,1988,9,1665098,65.6,1590692,62.6,74406,4.5
South Dakota,1988,9,357871,69.0,343545,66.2,14326,4.0
Tennessee,1988,9,2331856,62.5,2195197,58.9,136659,5.9
Texas,1988,9,8372425,69.2,7767712,64.2,604713,7.2
Utah,1988,9,762998,69.4,726254,66.1,36744,4.8
Vermont,1988,9,300435,70.9,291155,68.7,9280,3.1
Virginia,1988,9,3097389,68.9,2972115,66.1,125274,4.0
Washington,1988,9,2354391,67.4,2209311,63.2,145080,6.2
West Virginia,1988,9,739594,51.4,667796,46.4,71798,9.7
Wisconsin,1988,9,2568988,70.3,2460629,67.3,108359,4.2
Wyoming,1988,9,238972,69.3,223594,64.8,15378,6.4
Alabama,1988,10,1883380,61.5,1745275,57.0,138105,7.3
Alaska,1988,10,252662,72.6,231235,66.4,21427,8.5
Arizona,1988,10,1687274,65.2,1579328,61.0,107946,6.4
Arkansas,1988,10,1111288,62.2,1027017,57.5,84271,7.6
California,1988,10,14257687,67.5,13511723,64.0,745964,5.2
Los Angeles County,1988,10,4341941,67.2,4119797,63.7,222144,5.1
Colorado,1988,10,1700219,69.4,1595574,65.1,104645,6.2
Connecticut,1988,10,1751502,69.6,1699638,67.5,51864,3.0
Delaware,1988,10,351831,69.9,340801,67.8,11030,3.1
District of Columbia,1988,10,326862,70.6,311188,67.2,15674,4.8
Florida,1988,10,6134982,63.1,5812344,59.8,322638,5.3
Georgia,1988,10,3169997,68.1,2996866,64.4,173131,5.5
Hawaii,1988,10,519809,66.6,503766,64.6,16043,3.1
Idaho,1988,10,485522,67.6,456978,63.6,28544,5.9
Illinois,1988,10,5891251,66.9,5508962,62.6,382289,6.5
Indiana,1988,10,2825208,67.3,2678992,63.8,146216,5.2
Iowa,1988,10,1499779,69.7,1432299,66.6,67480,4.5
Kansas,1988,10,1280245,69.2,1222841,66.1,57404,4.5
Kentucky,1988,10,1722851,61.7,1598075,57.2,124776,7.2
Louisiana,1988,10,1918722,60.6,1722578,54.4,196144,10.2
Maine,1988,10,604314,65.8,581380,63.3,22934,3.8
Maryland,1988,10,2472769,70.1,2370628,67.2,102141,4.1
Massachusetts,1988,10,3166924,68.6,3058448,66.3,108476,3.4
Michigan,1988,10,4575011,65.6,4241855,60.8,333156,7.3
Minnesota,1988,10,2324678,71.5,2224177,68.4,100501,4.3
Mississippi,1988,10,1148775,60.8,1048802,55.6,99973,8.7
Missouri,1988,10,2608862,66.8,2457795,63.0,151067,5.8
Montana,1988,10,405492,68.0,379876,63.7,25616,6.3
Nebraska,1988,10,818876,68.8,792144,66.5,26732,3.3
Nevada,1988,10,587521,72.4,558297,68.8,29224,5.0
New Hampshire,1988,10,597763,72.3,582705,70.5,15058,2.5
New Jersey,1988,10,3979477,65.9,3828573,63.4,150904,3.8
New Mexico,1988,10,684393,63.0,636164,58.5,48229,7.0
New York,1988,10,8598269,62.3,8216318,59.5,381951,4.4
New York city,1988,10,3260127,55.9,3080176,52.8,179951,5.5
North Carolina,1988,10,3353145,68.5,3230532,66.0,122613,3.7
North Dakota,1988,10,330992,68.8,315801,65.7,15191,4.6
Ohio,1988,10,5353991,64.9,5041177,61.1,312814,5.8
Oklahoma,1988,10,1524409,63.9,1428305,59.9,96104,6.3
Oregon,1988,10,1445019,67.7,1365649,64.0,79370,5.5
Pennsylvania,1988,10,5792679,61.9,5502214,58.8,290465,5.0
Rhode Island,1988,10,519209,67.6,503005,65.5,16204,3.1
South Carolina,1988,10,1667953,65.6,1594465,62.7,73488,4.4
South Dakota,1988,10,358296,69.0,343940,66.3,14356,4.0
Tennessee,1988,10,2333709,62.5,2197831,58.9,135878,5.8
Texas,1988,10,8385011,69.3,7783217,64.3,601794,7.2
Utah,1988,10,765060,69.6,728795,66.3,36265,4.7
Vermont,1988,10,300932,70.8,291477,68.6,9455,3.1
Virginia,1988,10,3100000,68.9,2975416,66.1,124584,4.0
Washington,1988,10,2362972,67.5,2219607,63.4,143365,6.1
West Virginia,1988,10,738815,51.4,667718,46.4,71097,9.6
Wisconsin,1988,10,2575719,70.4,2468212,67.5,107507,4.2
Wyoming,1988,10,238952,69.3,223575,64.8,15377,6.4
Alabama,1988,11,1886984,61.6,1748902,57.1,138082,7.3
Alaska,1988,11,252998,72.7,232041,66.7,20957,8.3
Arizona,1988,11,1692780,65.3,1587076,61.3,105704,6.2
Arkansas,1988,11,1113069,62.3,1029600,57.6,83469,7.5
California,1988,11,14292441,67.5,13552984,64.1,739457,5.2
Los Angeles County,1988,11,4352272,67.2,4130486,63.8,221786,5.1
Colorado,1988,11,1696923,69.2,1594600,65.1,102323,6.0
Connecticut,1988,11,1753191,69.6,1700858,67.5,52333,3.0
Delaware,1988,11,352490,69.9,341535,67.8,10955,3.1
District of Columbia,1988,11,325445,70.4,309925,67.1,15520,4.8
Florida,1988,11,6153178,63.1,5826739,59.8,326439,5.3
Georgia,1988,11,3174815,68.1,3002200,64.4,172615,5.4
Hawaii,1988,11,520538,66.7,504696,64.6,15842,3.0
Idaho,1988,11,486917,67.7,458764,63.8,28153,5.8
Illinois,1988,11,5915629,67.2,5538628,62.9,377001,6.4
Indiana,1988,11,2833444,67.4,2690261,64.0,143183,5.1
Iowa,1988,11,1503035,69.9,1436378,66.8,66657,4.4
Kansas,1988,11,1281072,69.3,1224005,66.2,57067,4.5
Kentucky,1988,11,1724797,61.8,1602758,57.4,122039,7.1
Louisiana,1988,11,1916068,60.6,1723774,54.5,192294,10.0
Maine,1988,11,605227,65.8,583084,63.4,22143,3.7
Maryland,1988,11,2475719,70.1,2376087,67.3,99632,4.0
Massachusetts,1988,11,3171461,68.7,3061892,66.3,109569,3.5
Michigan,1988,11,4582763,65.7,4254278,61.0,328485,7.2
Minnesota,1988,11,2326765,71.5,2227013,68.5,99752,4.3
Mississippi,1988,11,1151050,60.9,1051322,55.7,99728,8.7
Missouri,1988,11,2612271,66.9,2461518,63.1,150753,5.8
Montana,1988,11,405515,68.0,380424,63.8,25091,6.2
Nebraska,1988,11,818501,68.7,792492,66.5,26009,3.2
Nevada,1988,11,589420,72.3,560608,68.8,28812,4.9
New Hampshire,1988,11,598662,72.2,583743,70.4,14919,2.5
New Jersey,1988,11,3985432,66.0,3834295,63.5,151137,3.8
New Mexico,1988,11,684894,62.9,637567,58.6,47327,6.9
New York,1988,11,8609413,62.4,8223746,59.6,385667,4.5
New York city,1988,11,3270518,56.0,3086250,52.9,184268,5.6
North Carolina,1988,11,3356516,68.5,3234884,66.0,121632,3.6
North Dakota,1988,11,330827,68.9,315765,65.8,15062,4.6
Ohio,1988,11,5366645,65.1,5058986,61.3,307659,5.7
Oklahoma,1988,11,1525457,64.0,1430481,60.0,94976,6.2
Oregon,1988,11,1451382,67.9,1372573,64.3,78809,5.4
Pennsylvania,1988,11,5801803,62.0,5515997,59.0,285806,4.9
Rhode Island,1988,11,519474,67.6,503327,65.5,16147,3.1
South Carolina,1988,11,1670740,65.6,1598013,62.8,72727,4.4
South Dakota,1988,11,358598,69.1,344301,66.3,14297,4.0
Tennessee,1988,11,2336138,62.6,2202281,59.0,133857,5.7
Texas,1988,11,8395939,69.3,7798516,64.3,597423,7.1
Utah,1988,11,767219,69.7,731446,66.4,35773,4.7
Vermont,1988,11,301555,71.0,291992,68.7,9563,3.2
Virginia,1988,11,3102195,68.8,2979155,66.1,123040,4.0
Washington,1988,11,2371171,67.6,2229482,63.6,141689,6.0
West Virginia,1988,11,738229,51.4,667996,46.5,70233,9.5
Wisconsin,1988,11,2581604,70.6,2475041,67.7,106563,4.1
Wyoming,1988,11,238869,69.2,223600,64.8,15269,6.4
Alabama,1988,12,1889429,61.6,1752163,57.2,137266,7.3
Alaska,1988,12,253180,72.8,232884,66.9,20296,8.0
Arizona,1988,12,1696837,65.4,1594249,61.5,102588,6.0
Arkansas,1988,12,1114945,62.4,1032322,57.7,82623,7.4
California,1988,12,14324937,67.6,13593580,64.1,731357,5.1
Los Angeles County,1988,12,4361927,67.3,4140489,63.8,221438,5.1
Colorado,1988,12,1694153,69.1,1594226,65.0,99927,5.9
Connecticut,1988,12,1755055,69.7,1702200,67.6,52855,3.0
Delaware,1988,12,353229,69.9,342475,67.8,10754,3.0
District of Columbia,1988,12,323796,70.2,308472,66.9,15324,4.7
Florida,1988,12,6168308,63.2,5838786,59.8,329522,5.3
Georgia,1988,12,3178610,68.1,3006807,64.4,171803,5.4
Hawaii,1988,12,521386,66.7,506025,64.7,15361,2.9
Idaho,1988,12,488080,67.8,460354,63.9,27726,5.7
Illinois,1988,12,5938284,67.4,5568427,63.2,369857,6.2
Indiana,1988,12,2839361,67.6,2700804,64.3,138557,4.9
Iowa,1988,12,1505250,69.9,1439606,66.9,65644,4.4
Kansas,1988,12,1281304,69.3,1225000,66.2,56304,4.4
Kentucky,1988,12,1726045,61.8,1607039,57.5,119006,6.9
Louisiana,1988,12,1913043,60.5,1725301,54.6,187742,9.8
Maine,1988,12,605614,65.8,584409,63.5,21205,3.5
Maryland,1988,12,2478550,70.1,2381555,67.4,96995,3.9
Massachusetts,1988,12,3175218,68.8,3064570,66.4,110648,3.5
Michigan,1988,12,4586562,65.7,4265488,61.1,321074,7.0
Minnesota,1988,12,2328119,71.5,2229353,68.5,98766,4.2
Mississippi,1988,12,1152532,61.0,1053725,55.8,98807,8.6
Missouri,1988,12,2614851,67.0,2465032,63.1,149819,5.7
Montana,1988,12,405328,68.0,380673,63.9,24655,6.1
Nebraska,1988,12,817917,68.6,792668,66.5,25249,3.1
Nevada,1988,12,591235,72.3,562792,68.8,28443,4.8
New Hampshire,1988,12,599395,72.2,584620,70.4,14775,2.5
New Jersey,1988,12,3990632,66.1,3839916,63.6,150716,3.8
New Mexico,1988,12,685370,62.9,638932,58.7,46438,6.8
New York,1988,12,8617608,62.4,8229591,59.6,388017,4.5
New York city,1988,12,3281371,56.2,3092991,53.0,188380,5.7
North Carolina,1988,12,3359549,68.5,3239395,66.1,120154,3.6
North Dakota,1988,12,330542,68.9,315674,65.8,14868,4.5
Ohio,1988,12,5377992,65.2,5077815,61.6,300177,5.6
Oklahoma,1988,12,1525435,64.0,1432009,60.1,93426,6.1
Oregon,1988,12,1457273,68.1,1378581,64.4,78692,5.4
Pennsylvania,1988,12,5810596,62.1,5529839,59.1,280757,4.8
Rhode Island,1988,12,519638,67.6,503562,65.5,16076,3.1
South Carolina,1988,12,1673120,65.7,1601127,62.8,71993,4.3
South Dakota,1988,12,358772,69.1,344622,66.4,14150,3.9
Tennessee,1988,12,2338864,62.6,2208144,59.1,130720,5.6
Texas,1988,12,8404314,69.3,7812770,64.4,591544,7.0
Utah,1988,12,769583,69.8,734158,66.6,35425,4.6
Vermont,1988,12,302301,71.0,292652,68.7,9649,3.2
Virginia,1988,12,3104715,68.8,2983622,66.1,121093,3.9
Washington,1988,12,2379258,67.7,2238750,63.7,140508,5.9
West Virginia,1988,12,737722,51.4,668465,46.6,69257,9.4
Wisconsin,1988,12,2586411,70.7,2480464,67.8,105947,4.1
Wyoming,1988,12,238744,69.2,223681,64.8,15063,6.3
Alabama,1989,1,1891022,61.7,1755003,57.2,136019,7.2
Alaska,1989,1,253357,72.6,233861,67.0,19496,7.7
Arizona,1989,1,1699795,65.4,1600875,61.6,98920,5.8
Arkansas,1989,1,1116875,62.5,1035014,57.9,81861,7.3
California,1989,1,14356113,67.6,13632369,64.2,723744,5.0
Los Angeles County,1989,1,4370849,67.3,4149193,63.9,221656,5.1
Colorado,1989,1,1692383,69.0,1594520,65.0,97863,5.8
Connecticut,1989,1,1756918,69.8,1703366,67.7,53552,3.0
Delaware,1989,1,354064,70.0,343512,67.9,10552,3.0
District of Columbia,1989,1,322087,70.0,306959,66.7,15128,4.7
Florida,1989,1,6180938,63.2,5848615,59.8,332323,5.4
Georgia,1989,1,3182025,68.1,3010920,64.5,171105,5.4
Hawaii,1989,1,522450,66.7,507785,64.9,14665,2.8
Idaho,1989,1,488993,67.8,461673,64.0,27320,5.6
Illinois,1989,1,5958858,67.6,5596611,63.5,362247,6.1
Indiana,1989,1,2843716,67.6,2710363,64.5,133353,4.7
Iowa,1989,1,1506117,70.0,1441574,67.0,64543,4.3
Kansas,1989,1,1281114,69.2,1225840,66.3,55274,4.3
Kentucky,1989,1,1726989,61.8,1610788,57.7,116201,6.7
Louisiana,1989,1,1910152,60.4,1727541,54.7,182611,9.6
Maine,1989,1,605774,65.7,585333,63.5,20441,3.4
Maryland,1989,1,2481695,70.2,2386786,67.5,94909,3.8
Massachusetts,1989,1,3178108,68.8,3066113,66.4,111995,3.5
Michigan,1989,1,4587543,65.7,4274317,61.3,313226,6.8
Minnesota,1989,1,2329392,71.5,2231408,68.5,97984,4.2
Mississippi,1989,1,1153629,61.0,1056095,55.9,97534,8.5
